step,epoch,loss,rewards_chosen,rewards_rejected,rewards_accuracies,rewards_margins,grad_norm,learning_rate
3310,2.713,3.564e-06,-8.627,-25.76,1,17.13,0.0004177,5.326e-06
3320,2.722,0.0001186,-8.972,-25.54,1,16.56,9.012e-05,5.175e-06
3330,2.73,9.17e-05,-8.874,-25.52,1,16.65,3.529e-05,5.023e-06
3340,2.738,6.206e-06,-8.844,-26.41,1,17.57,0.003815,4.871e-06
3350,2.746,2.022e-06,-8.618,-26.46,1,17.85,0.000185,4.719e-06
3360,2.754,6.371e-05,-7.894,-26.21,1,18.32,0.001236,4.568e-06
3370,2.763,0.0003594,-8.727,-25.57,1,16.84,0.0007629,4.416e-06
3380,2.771,9.217e-05,-8.438,-25.46,1,17.03,0.0001602,4.264e-06
3390,2.779,3.593e-05,-9.19,-25.94,1,16.76,0.001396,4.112e-06
3400,2.787,5.932e-05,-8.158,-25.62,1,17.46,2.944e-05,3.961e-06
3410,2.795,8.967e-06,-8.218,-25.87,1,17.65,0.000349,3.809e-06
3420,2.804,0.001058,-8.23,-26.25,1,18.02,5.692e-06,3.657e-06
3430,2.812,0.0001768,-8.943,-26.37,1,17.42,0.0001373,3.505e-06
3440,2.82,0.0001206,-8.464,-25.71,1,17.25,5.341e-05,3.354e-06
3450,2.828,6.553e-06,-8.571,-26,1,17.43,2.027e-05,3.202e-06
3460,2.836,3.859e-05,-9.14,-26.37,1,17.23,0.001839,3.05e-06
3470,2.845,1.156e-05,-8.919,-26.2,1,17.28,5.412e-05,2.898e-06
3480,2.853,9.318e-06,-8.698,-26.55,1,17.86,0.006348,2.747e-06
3490,2.861,3.59e-05,-8.487,-26.44,1,17.95,1.955e-05,2.595e-06
3500,2.869,1.128e-05,-8.749,-25.98,1,17.23,0.0001035,2.443e-06
3510,2.877,4.974e-06,-8.667,-25.72,1,17.05,5.388e-05,2.291e-06
3520,2.886,5.222e-05,-8.373,-25.2,1,16.83,0.0007782,2.14e-06
3530,2.894,1.527e-05,-8.889,-25.93,1,17.04,0.000843,1.988e-06
3540,2.902,3.587e-05,-9.308,-25.99,1,16.68,0.004761,1.836e-06
3550,2.91,1.986e-05,-8.787,-25,1,16.21,0.002182,1.684e-06
3560,2.918,6.959e-06,-8.307,-25.91,1,17.61,4.292e-05,1.533e-06
3570,2.927,4.6e-05,-9.164,-26.25,1,17.09,0.01758,1.381e-06
3580,2.935,1.322e-05,-8.615,-25.75,1,17.13,0.003998,1.229e-06
3590,2.943,4.316e-06,-8.866,-26.55,1,17.68,0.000114,1.077e-06
3600,2.951,3.278e-06,-8.349,-26.79,1,18.44,0.0001879,9.256e-07
3610,2.959,1.982e-05,-8.781,-26.5,1,17.72,2.876e-06,7.739e-07
3620,2.968,5.307e-05,-9.254,-25.62,1,16.37,0.01404,6.222e-07
3630,2.976,1.009e-05,-8.353,-26.2,1,17.84,6.676e-05,4.704e-07
3640,2.984,1.534e-05,-8.273,-26.62,1,18.34,0.006989,3.187e-07
3650,2.992,3.271e-06,-8.902,-25.63,1,16.72,0.0004349,1.669e-07
3660,3,0.0003067,-8.817,-25.45,1,16.63,0.0002289,1.517e-08
